ZipCode,county,state,Pediatric,Adult
70070,St. Charles Parish,LA,NA,87.109375
70123,Jefferson Parish,LA,NA,25.5859375
70466,Tangipahoa Parish,LA,NA,83.3984375
70525,Acadia Parish,LA,54.91329479768786,NA
70586,Evangeline Parish,LA,21.38728323699422,NA
70601,Calcasieu Parish,LA,NA,89.0625
70605,Calcasieu Parish,LA,NA,57.6171875
70805,East Baton Rouge Parish,LA,NA,88.0859375
71111,Bossier Parish,LA,NA,6.4453125
71203,Ouachita Parish,LA,NA,11.5234375
71263,West Carroll Parish,LA,20.23121387283237,NA
71295,Franklin Parish,LA,NA,95.3125
71343,Catahoula Parish,LA,NA,62.890625
71449,Sabine Parish,LA,NA,77.9296875
04976,Somerset County,ME,NA,22.265625
20743,Prince George's County,MD,NA,44.140625
20748,Prince George's County,MD,NA,53.3203125
20853,Montgomery County,MD,NA,84.1796875
21045,Howard County,MD,NA,56.0546875
21229,Baltimore city,MD,NA,24.8046875
21234,Baltimore County,MD,NA,22.65625
21742,Washington County,MD,NA,72.8515625
01001,Hampden County,MA,NA,92.1875
01069,Hampden County,MA,NA,37.890625
01107,Hampden County,MA,NA,35.9375
01108,Hampden County,MA,NA,0.9765625
01220,Berkshire County,MA,NA,30.078125
01301,Franklin County,MA,NA,16.015625
01752,Middlesex County,MA,21.965317919075144,NA
01756,Worcester County,MA,NA,93.5546875
01844,Essex County,MA,NA,10.9375
01904,Essex County,MA,NA,14.2578125
01930,Essex County,MA,NA,2.9296875
02067,Norfolk County,MA,NA,66.015625
02324,Plymouth County,MA,NA,77.34375
02339,Plymouth County,MA,91.90751445086705,NA
02766,Bristol County,MA,NA,25.1953125
48035,Macomb County,MI,39.30635838150289,NA
48039,St. Clair County,MI,NA,86.1328125
48051,Macomb County,MI,NA,66.40625
48060,St. Clair County,MI,NA,2.5390625
48088,Macomb County,MI,NA,53.90625
48127,Wayne County,MI,NA,17.7734375
48150,Wayne County,MI,NA,35.546875
48187,Wayne County,MI,NA,13.671875
48205,Wayne County,MI,NA,4.4921875
48227,Wayne County,MI,4.624277456647398,NA
48507,Genesee County,MI,25.43352601156069,NA
48640,Midland County,MI,NA,13.0859375
48867,Shiawassee County,MI,36.41618497109826,NA
48910,Ingham County,MI,NA,16.796875
49057,Van Buren County,MI,NA,83.7890625
49107,Berrien County,MI,88.4393063583815,NA
49286,Lenawee County,MI,NA,65.234375
49437,Muskegon County,MI,NA,91.015625
49506,Kent County,MI,60.115606936416185,NA
49507,Kent County,MI,NA,6.640625
49706,Emmet County,MI,NA,96.484375
49721,Cheboygan County,MI,NA,57.421875
49938,Gogebic County,MI,79.76878612716763,NA
55075,Dakota County,MN,51.445086705202314,NA
55082,Washington County,MN,NA,42.96875
55126,Ramsey County,MN,NA,69.53125
55336,McLeod County,MN,NA,77.1484375
55405,Hennepin County,MN,48.554913294797686,NA
55412,Hennepin County,MN,NA,12.109375
55426,Hennepin County,MN,NA,37.3046875
55427,Hennepin County,MN,NA,63.671875
55438,Hennepin County,MN,NA,93.75
55806,St. Louis County,MN,NA,35.15625
55944,Dodge County,MN,NA,92.7734375
55987,Winona County,MN,NA,10.7421875
56175,Lyon County,MN,NA,95.1171875
56220,Yellow Medicine County,MN,NA,99.609375
56701,Pennington County,MN,NA,27.1484375
38611,Marshall County,MS,NA,71.09375
38637,DeSoto County,MS,NA,56.4453125
38852,Tishomingo County,MS,NA,65.0390625
39046,Madison County,MS,NA,36.5234375
39209,Hinds County,MS,15.606936416184972,NA
39440,Jones County,MS,42.19653179190752,NA
39452,George County,MS,NA,33.7890625
63020,Jefferson County,MO,48.554913294797686,NA
63106,St. Louis city,MO,NA,80.2734375
63115,St. Louis city,MO,NA,56.640625
63139,St. Louis city,MO,61.849710982658955,NA
63385,St. Charles County,MO,NA,22.8515625
63664,Washington County,MO,50.86705202312138,NA
63957,Wayne County,MO,60.115606936416185,NA
64012,Cass County,MO,NA,35.3515625
64030,Jackson County,MO,NA,24.609375
64061,Johnson County,MO,NA,98.4375
64062,Ray County,MO,NA,66.2109375
64114,Jackson County,MO,NA,44.53125
64129,Jackson County,MO,NA,57.03125
64133,Jackson County,MO,NA,4.6875
64150,Platte County,MO,90.7514450867052,NA
64429,Clinton County,MO,NA,82.03125
65802,Greene County,MO,NA,46.6796875
59301,Custer County,MT,NA,95.703125
68105,Douglas County,NE,67.63005780346822,NA
68123,Sarpy County,NE,89.01734104046243,NA
68127,Douglas County,NE,NA,74.609375
68154,Douglas County,NE,NA,85.546875
69101,Lincoln County,NE,NA,31.0546875
89113,Clark County,NV,NA,80.078125
89123,Clark County,NV,NA,61.328125
89706,Carson City,NV,NA,69.7265625
03801,Rockingham County,NH,NA,58.984375
07108,Essex County,NJ,NA,37.5
07111,Essex County,NJ,NA,0.5859375
07112,Essex County,NJ,NA,68.9453125
07601,Bergen County,NJ,NA,8.203125
07670,Bergen County,NJ,98.84393063583815,NA
07753,Monmouth County,NJ,NA,67.1875
07801,Morris County,NJ,NA,26.953125
07882,Warren County,NJ,NA,60.15625
07981,Morris County,NJ,NA,96.875
08015,Burlington County,NJ,6.358381502890173,NA
08033,Camden County,NJ,NA,90.4296875
08046,Burlington County,NJ,NA,8.3984375
08069,Salem County,NJ,NA,54.1015625
08081,Camden County,NJ,NA,1.171875
08110,Camden County,NJ,33.52601156069364,NA
08360,Cumberland County,NJ,9.826589595375722,NA
08611,Mercer County,NJ,3.4682080924855487,NA
08618,Mercer County,NJ,NA,74.21875
08820,Middlesex County,NJ,NA,54.6875
08879,Middlesex County,NJ,NA,42.7734375
08882,Middlesex County,NJ,NA,68.75
87105,Bernalillo County,NM,2.8901734104046244,NA
87112,Bernalillo County,NM,42.77456647398844,NA
87402,San Juan County,NM,83.8150289017341,NA
87420,San Juan County,NM,NA,39.2578125
87505,Santa Fe County,NM,22.54335260115607,NA
87528,Rio Arriba County,NM,NA,91.2109375
87532,Santa Fe County,NM,NA,77.734375
88220,Eddy County,NM,NA,28.7109375
10009,New York County,NY,17.91907514450867,NA
10029,New York County,NY,0,NA
10035,New York County,NY,NA,7.421875
10455,Bronx County,NY,NA,4.6875
10458,Bronx County,NY,NA,0.1953125
10460,Bronx County,NY,NA,1.3671875
10467,Bronx County,NY,NA,6.0546875
10470,Bronx County,NY,NA,62.5
10512,Putnam County,NY,NA,81.4453125
10580,Westchester County,NY,NA,97.4609375
10705,Westchester County,NY,NA,12.5
10940,Orange County,NY,30.63583815028902,NA
10977,Rockland County,NY,48.554913294797686,NA
11205,Kings County,NY,NA,49.4140625
11236,Kings County,NY,NA,4.296875
11356,Queens County,NY,NA,80.859375
11369,Queens County,NY,19.07514450867052,NA
11413,Queens County,NY,35.83815028901734,NA
11419,Queens County,NY,16.184971098265898,NA
11434,Queens County,NY,NA,19.921875
11550,Nassau County,NY,NA,16.2109375
11575,Nassau County,NY,61.849710982658955,NA
11590,Nassau County,NY,31.79190751445087,NA
11730,Suffolk County,NY,97.6878612716763,NA
11772,Suffolk County,NY,NA,40.0390625
12061,Rensselaer County,NY,NA,91.40625
12078,Fulton County,NY,NA,5.2734375
12206,Albany County,NY,NA,27.34375
12972,Clinton County,NY,NA,65.4296875
12986,Franklin County,NY,NA,72.65625
13069,Oswego County,NY,NA,31.8359375
13090,Onondaga County,NY,NA,22.4609375
13320,Otsego County,NY,NA,98.828125
13323,Oneida County,NY,NA,75.390625
13407,Herkimer County,NY,86.1271676300578,NA
13850,Broome County,NY,NA,21.875
14036,Genesee County,NY,NA,90.8203125
14067,Niagara County,NY,NA,83.984375
14075,Erie County,NY,NA,11.328125
14127,Erie County,NY,NA,21.484375
14224,Erie County,NY,NA,7.2265625
14226,Erie County,NY,NA,38.8671875
14456,Ontario County,NY,NA,9.375
14513,Wayne County,NY,NA,6.25
14564,Ontario County,NY,NA,26.7578125
14612,Monroe County,NY,NA,1.7578125
14617,Monroe County,NY,NA,8.59375
14709,Allegany County,NY,NA,98.2421875
14830,Steuben County,NY,NA,30.859375
14870,Steuben County,NY,NA,68.5546875
14883,Tioga County,NY,NA,96.2890625
27284,Forsyth County,NC,NA,8.7890625
27288,Rockingham County,NC,NA,18.5546875
27405,Guilford County,NC,NA,14.84375
27410,Guilford County,NC,NA,40.4296875
27537,Vance County,NC,36.99421965317919,NA
27610,Wake County,NC,9.248554913294797,NA
27713,Durham County,NC,NA,31.25
27858,Pitt County,NC,54.33526011560693,NA
27893,Wilson County,NC,NA,20.5078125
28027,Cabarrus County,NC,NA,26.171875
28043,Rutherford County,NC,NA,47.65625
28052,Gaston County,NC,27.167630057803464,NA
28086,Cleveland County,NC,NA,32.6171875
28103,Union County,NC,NA,81.8359375
28216,Mecklenburg County,NC,12.138728323699421,NA
28269,Mecklenburg County,NC,NA,18.359375
28405,New Hanover County,NC,NA,74.4140625
28409,New Hanover County,NC,NA,48.2421875
28501,Lenoir County,NC,53.75722543352601,87.890625
28504,Lenoir County,NC,NA,79.4921875
28704,Buncombe County,NC,83.23699421965318,NA
28716,Haywood County,NC,52.601156069364166,NA
58201,Grand Forks County,ND,63.58381502890174,NA
43040,Union County,OH,47.398843930635834,NA
43056,Licking County,OH,40.46242774566474,NA
43160,Fayette County,OH,26.589595375722542,NA
43201,Franklin County,OH,NA,90.0390625
43219,Franklin County,OH,NA,21.2890625
43223,Franklin County,OH,1.1560693641618496,NA
43315,Morrow County,OH,NA,70.8984375
43512,Defiance County,OH,40.46242774566474,NA
43612,Lucas County,OH,NA,5.078125
43615,Lucas County,OH,NA,3.3203125
43616,Lucas County,OH,NA,50.1953125
43725,Guernsey County,OH,NA,20.3125
43812,Coshocton County,OH,NA,7.03125
43952,Jefferson County,OH,NA,9.765625
44004,Ashtabula County,OH,NA,39.6484375
44035,Lorain County,OH,NA,0
44041,Ashtabula County,OH,NA,51.3671875
44044,Lorain County,OH,NA,55.6640625
44102,Cuyahoga County,OH,0.5780346820809248,13.4765625
44105,Cuyahoga County,OH,NA,0.390625
44106,Cuyahoga County,OH,NA,13.28125
44127,Cuyahoga County,OH,NA,70.703125
44137,Cuyahoga County,OH,NA,7.6171875
44138,Cuyahoga County,OH,NA,41.6015625
44221,Summit County,OH,11.560693641618498,NA
44270,Wayne County,OH,NA,70.1171875
44313,Summit County,OH,31.213872832369944,NA
44502,Mahoning County,OH,NA,50.1953125
44507,Mahoning County,OH,NA,59.375
44720,Stark County,OH,NA,37.6953125
44907,Richland County,OH,NA,48.828125
45002,Hamilton County,OH,NA,83.203125
45040,Warren County,OH,NA,40.0390625
45044,Butler County,OH,NA,6.8359375
45066,Warren County,OH,NA,70.5078125
45202,Hamilton County,OH,NA,27.734375
45205,Hamilton County,OH,19.07514450867052,NA
45342,Montgomery County,OH,15.028901734104046,NA
45402,Montgomery County,OH,NA,63.8671875
45405,Montgomery County,OH,NA,65.625
45406,Montgomery County,OH,NA,20.8984375
45417,Montgomery County,OH,NA,11.1328125
45503,Clark County,OH,NA,9.5703125
45694,Scioto County,OH,NA,36.9140625
45804,Allen County,OH,NA,16.40625
45840,Hancock County,OH,NA,2.1484375
73003,Oklahoma County,OK,NA,72.4609375
73026,Cleveland County,OK,NA,82.421875
73034,Oklahoma County,OK,NA,37.109375
73112,Oklahoma County,OK,77.45664739884393,NA
73529,Stephens County,OK,NA,93.9453125
73533,Stephens County,OK,NA,29.296875
74066,Creek County,OK,39.884393063583815,NA
74074,Payne County,OK,NA,89.2578125
74105,Tulsa County,OK,NA,46.09375
74129,Tulsa County,OK,69.94219653179191,NA
74137,Tulsa County,OK,NA,80.859375
74435,Sequoyah County,OK,NA,97.8515625
74730,Bryan County,OK,NA,100
74745,McCurtain County,OK,NA,72.0703125
97016,Columbia County,OR,89.59537572254335,NA
97060,Multnomah County,OR,NA,50
97206,Multnomah County,OR,NA,18.9453125
97222,Clackamas County,OR,NA,38.4765625
97232,Multnomah County,OR,NA,95.5078125
97368,Lincoln County,OR,98.26589595375722,NA
97420,Coos County,OR,86.1271676300578,NA
97501,Jackson County,OR,NA,42.3828125
97504,Jackson County,OR,NA,28.125
97741,Jefferson County,OR,76.30057803468208,NA
97754,Crook County,OR,NA,54.8828125
15021,Washington County,PA,87.28323699421965,NA
15212,Allegheny County,PA,NA,31.4453125
15220,Allegheny County,PA,NA,77.5390625
15601,Westmoreland County,PA,NA,3.90625
15824,Jefferson County,PA,NA,88.28125
16001,Butler County,PA,NA,3.125
16117,Lawrence County,PA,NA,60.7421875
16652,Huntingdon County,PA,65.3179190751445,NA
17036,Dauphin County,PA,NA,30.6640625
17042,Lebanon County,PA,NA,5.859375
17401,York County,PA,NA,54.296875
17821,Montour County,PA,63.58381502890174,NA
17901,Schuylkill County,PA,NA,33.59375
18013,Northampton County,PA,75.14450867052022,NA
18042,Northampton County,PA,NA,33.0078125
18052,Lehigh County,PA,26.011560693641616,NA
18067,Northampton County,PA,NA,78.125
18104,Lehigh County,PA,NA,19.7265625
18301,Monroe County,PA,NA,43.9453125
18505,Lackawanna County,PA,35.26011560693642,NA
18610,Monroe County,PA,NA,83.59375
19003,Montgomery County,PA,NA,74.0234375
19013,Delaware County,PA,8.670520231213873,NA
19094,Delaware County,PA,95.95375722543352,NA
19114,Philadelphia County,PA,NA,26.3671875
19124,Philadelphia County,PA,NA,0.78125
19132,Philadelphia County,PA,NA,8.0078125
19134,Philadelphia County,PA,NA,23.828125
19135,Philadelphia County,PA,NA,20.8984375
19136,Philadelphia County,PA,NA,15.8203125
19138,Philadelphia County,PA,NA,17.96875
19151,Philadelphia County,PA,NA,19.140625
19601,Berks County,PA,NA,2.734375
02816,Kent County,RI,NA,35.7421875
02910,Providence County,RI,NA,58.3984375
29070,Lexington County,SC,NA,79.296875
29108,Newberry County,SC,NA,84.9609375
29203,Richland County,SC,NA,14.6484375
29210,Richland County,SC,63.58381502890174,NA
29360,Laurens County,SC,NA,49.0234375
29385,Spartanburg County,SC,NA,88.671875
29412,Charleston County,SC,73.41040462427746,NA
29464,Charleston County,SC,NA,79.1015625
29486,Berkeley County,SC,76.30057803468208,NA
29927,Jasper County,SC,84.97109826589595,NA
57064,Lincoln County,SD,NA,98.6328125
57701,Pennington County,SD,28.901734104046245,NA
37166,DeKalb County,TN,NA,66.796875
37367,Bledsoe County,TN,NA,71.6796875
37370,McMinn County,TN,NA,92.3828125
37660,Sullivan County,TN,NA,10.546875
37683,Johnson County,TN,NA,64.0625
37743,Greene County,TN,NA,17.578125
37754,Anderson County,TN,NA,94.7265625
37807,Union County,TN,NA,76.7578125
37862,Sevier County,TN,NA,45.3125
37869,Hancock County,TN,NA,93.359375
37914,Knox County,TN,NA,44.921875
37923,Knox County,TN,NA,61.1328125
38063,Lauderdale County,TN,NA,51.7578125
38122,Shelby County,TN,NA,63.4765625
38201,Carroll County,TN,NA,81.640625
38372,Hardin County,TN,NA,57.8125
75020,Grayson County,TX,10.982658959537572,NA
75024,Collin County,TX,NA,69.3359375
75035,Collin County,TX,NA,46.484375
75050,Dallas County,TX,NA,50.5859375
75077,Denton County,TX,NA,52.1484375
75090,Grayson County,TX,NA,55.46875
75098,Collin County,TX,NA,29.4921875
75149,Dallas County,TX,NA,25.390625
75152,Ellis County,TX,NA,99.0234375
75211,Dallas County,TX,4.046242774566474,NA
75602,Gregg County,TX,NA,67.578125
75785,Cherokee County,TX,NA,75.5859375
76010,Tarrant County,TX,NA,23.6328125
76051,Tarrant County,TX,68.78612716763006,NA
76133,Tarrant County,TX,NA,26.5625
76401,Erath County,TX,NA,70.3125
76932,Reagan County,TX,NA,99.21875
77009,Harris County,TX,60.115606936416185,NA
77015,Harris County,TX,NA,48.046875
77078,Harris County,TX,45.08670520231214,79.8828125
77084,Harris County,TX,NA,16.9921875
77093,Harris County,TX,NA,50.9765625
77340,Walker County,TX,NA,88.4765625
77371,San Jacinto County,TX,96.53179190751445,NA
77375,Harris County,TX,46.82080924855491,NA
77449,Harris County,TX,NA,15.234375
77511,Brazoria County,TX,NA,21.6796875
77571,Harris County,TX,44.50867052023121,NA
77611,Orange County,TX,NA,80.6640625
77840,Brazos County,TX,NA,53.515625
77904,Victoria County,TX,NA,48.4375
78210,Bexar County,TX,NA,32.03125
78216,Bexar County,TX,NA,52.34375
78240,Bexar County,TX,NA,51.3671875
78332,Jim Wells County,TX,23.121387283236995,NA
78414,Nueces County,TX,56.64739884393064,NA
78570,Hidalgo County,TX,2.312138728323699,NA
78572,Hidalgo County,TX,NA,25.78125
78573,Hidalgo County,TX,13.294797687861271,NA
78628,Williamson County,TX,NA,78.7109375
78852,Maverick County,TX,28.32369942196532,NA
79329,Lubbock County,TX,NA,98.046875
79720,Howard County,TX,NA,59.765625
79735,Pecos County,TX,69.94219653179191,NA
84115,Salt Lake County,UT,NA,45.8984375
84120,Salt Lake County,UT,NA,9.9609375
20121,Fairfax County,VA,NA,73.2421875
20147,Loudoun County,VA,NA,45.5078125
20190,Fairfax County,VA,NA,86.328125
22485,King George County,VA,67.05202312138728,NA
22901,Albemarle County,VA,45.08670520231214,NA
22942,Louisa County,VA,82.08092485549133,NA
23223,Henrico County,VA,NA,3.515625
23607,Newport News city,VA,NA,27.5390625
98034,King County,WA,NA,41.796875
98042,King County,WA,NA,23.2421875
